OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03062520120825SRW,Sample-Routine,Water,,2012-06-25,08:25:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,2.05,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03072320120837SRW,Sample-Routine,Water,,2012-07-23,08:37:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,2.03,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03082120121500SRW,Sample-Routine,Water,,2012-08-21,15:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.19,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03060420121200QCSFRW,Quality Control Sample-Field Replicate,Water,,2012-06-04,12:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03070920121350SRW,Sample-Routine,Water,,2012-07-09,13:50:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,4.32,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03091020120815SRW,Sample-Routine,Water,,2012-09-10,08:15:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.53,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03052920120820SRW,Sample-Routine,Water,,2012-05-29,08:20:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.18,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03090420120815SRW,Sample-Routine,Water,,2012-09-04,08:15:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.18,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03092420120830SRW,Sample-Routine,Water,,2012-09-24,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.42,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03073020120835SRW,Sample-Routine,Water,,2012-07-30,08:35:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,8.82,ug/l,,Final,,Actual,,,,,,Sample diluted for analysis.,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03070220120825SRW,Sample-Routine,Water,,2012-07-02,08:25:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,11.78,ug/l,,Final,,Actual,,,,,,Sample diluted for analysis.,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03071620120829SRW,Sample-Routine,Water,,2012-07-16,08:29:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.77,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03060320130908SRW,Sample-Routine,Water,,2013-06-03,09:08:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03090320130823SRW,Sample-Routine,Water,,2013-09-03,08:23:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.44,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03070820130935SRW,Sample-Routine,Water,,2013-07-08,09:35:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03063020141255SRW,Sample-Routine,Water,,2014-06-30,12:55:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Below Reporting Limit,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03081820140005QCSFRW,Quality Control Sample-Field Replicate,Water,,2014-08-18,12:00:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Below Reporting Limit,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03081820140925SRW,Sample-Routine,Water,,2014-08-18,09:25:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Below Reporting Limit,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03092020100835SRW,Sample-Routine,Water,,2010-09-20,08:35:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03061420100845SRW,Sample-Routine,Water,,2010-06-14,08:45:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER03051920141325SRW,Sample-Routine,Water,,2014-05-19,13:25:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.15,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT60406200001L,Sample-Routine,Water,,2007-06-04,06:20:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT91709250001L,Sample-Routine,Water,,2007-09-17,09:25:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT70906300001L,Sample-Routine,Water,,2007-07-09,06:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT82708300001L,Sample-Routine,Water,,2007-08-27,08:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.18,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT92411350001L,Sample-Routine,Water,,2007-09-24,11:35:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT81409000001L,Sample-Routine,Water,,2007-08-14,09:00:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT90408500001L,Sample-Routine,Water,,2007-09-04,08:50:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT91012500001L,Sample-Routine,Water,,2007-09-10,12:50:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.28,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT82008400001L,Sample-Routine,Water,,2007-08-20,08:40:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.1,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT70206200001L,Sample-Routine,Water,,2007-07-02,06:20:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT73011450001L,Sample-Routine,Water,,2007-07-30,11:45:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT80608500001L,Sample-Routine,Water,,2007-08-06,08:50:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.14,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT72413300001L,Sample-Routine,Water,,2007-07-24,13:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT61108300001L,Sample-Routine,Water,,2007-06-11,08:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT62509300001L,Sample-Routine,Water,,2007-06-25,09:30:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT71608550001L,Sample-Routine,Water,,2007-07-16,08:55:00,CST,,,,.1,m,,,,,,AMB-NELAKE-004,,COEOMAHA_WQX-WCRLKBACT,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,.1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER04070220120835SRW,Sample-Routine,Water,,2012-07-02,08:35:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,8.68,ug/l,,Final,,Actual,,,,,,Sample diluted for analysis.,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
